File,Model name,MAE,RMSE,R²,Train Score,Test Score
APARTMENT_without_outliers.csv,RandomForest Regression,38847.567346871256,197.097862359974,0.7462599353281364,0.9209893574603361,0.7462599353281364
APARTMENT_without_outliers.csv,XGB Regression,31681.849586456974,177.99395941002317,0.8162934008201737,0.9864656033786114,0.8162934008201737
APARTMENT_without_outliers.csv,Hist Gradient Boosting Regression,34233.04890256481,185.02175251187307,0.7970217986127579,0.9134307420136423,0.7970217986127579
Houses_and_Apartments_combined_without_outliers.csv,RandomForest Regression,47965.06835793593,219.00928829146935,0.7683801273689536,0.9215559763700945,0.7683801273689536
Houses_and_Apartments_combined_without_outliers.csv,XGB Regression,41086.616465336134,202.69833858553486,0.8175043315668902,0.9806300541533851,0.8175043315668902
Houses_and_Apartments_combined_without_outliers.csv,Hist Gradient Boosting Regression,46254.5867354896,215.06879535509006,0.7912155980807156,0.8678086401503314,0.7912155980807156
HOUSE_without_outliers.csv,RandomForest Regression,58860.51476401937,242.6118603119381,0.7651197307944941,0.9210417201825409,0.7651197307944941
HOUSE_without_outliers.csv,XGB Regression,50102.965514823714,223.8369172295395,0.8162252133046488,0.9936520105872754,0.8162252133046488
HOUSE_without_outliers.csv,Hist Gradient Boosting Regression,53392.92322713876,231.0690875628732,0.8017626352400229,0.9124195002989071,0.8017626352400229
