properties type,Model name,MAE,RMSE,R²,Train Score,Test Score
APARTMENT_without_outliers,RandomForest Regression,38847.22003393337,197.09698129076804,0.7466227209671439,0.9207635655534872,0.7466227209671439
APARTMENT_without_outliers,XGB Regression,31681.849586456974,177.99395941002317,0.8162934008201737,0.9864656033786114,0.8162934008201737
APARTMENT_without_outliers,Hist Gradient Boosting Regression,34233.04890256481,185.02175251187307,0.7970217986127579,0.9134307420136423,0.7970217986127579
Houses_and_Apartments_combined_without_outliers,RandomForest Regression,47917.69765963684,218.90111388395638,0.7690854590760482,0.921854456010799,0.7690854590760482
Houses_and_Apartments_combined_without_outliers,XGB Regression,41086.616465336134,202.69833858553486,0.8175043315668902,0.9806300541533851,0.8175043315668902
Houses_and_Apartments_combined_without_outliers,Hist Gradient Boosting Regression,46038.361361533694,214.56551764329163,0.7915206252208878,0.8685055427902539,0.7915206252208878
HOUSE_without_outliers,RandomForest Regression,58875.95859834702,242.6436865000757,0.7651927405621719,0.9207347938707466,0.7651927405621719
HOUSE_without_outliers,XGB Regression,50102.965514823714,223.8369172295395,0.8162252133046488,0.9936520105872754,0.8162252133046488
HOUSE_without_outliers,Hist Gradient Boosting Regression,53392.92322713876,231.0690875628732,0.8017626352400229,0.9124195002989071,0.8017626352400229
